question_id,selected_schema_with_connections
1364,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	first_name TEXT, -- examples: `Amy`| `first name` description: member's first name
	last_name TEXT, -- examples: `Firth`| `last name` description: member's last name value description: full name is first_name + last_name. e.g. A member's first name is Angela and last name is Sanders. Thus, his/her full name is Angela Sanders.
	zip INTEGER, -- description: the zip code of the member's hometown
	foreign key (zip) references zip_code(zip_code),
);

CREATE TABLE zip_code
(
	zip_code INTEGER constraint zip_code_pk primary key,
	city TEXT, -- examples: `Hometown`, `Firth`| description: The city to which the ZIP pertains
	county TEXT, -- description: The county to which the ZIP pertains
	state TEXT, -- description: The name of the state to which the ZIP pertains
);"
1365,"CREATE TABLE budget
(
	budget_id TEXT primary key,
	remaining REAL, -- description: A value calculated as the amount budgeted minus the amount spent value description: the unit is dollar   If the remaining < 0, it means that the cost has exceeded the budget.
	link_to_event TEXT, --
);

CREATE TABLE expense
(
	expense_id TEXT primary key,
	expense_description TEXT, -- `expense description` description: A textual description of what the money was spend for
	link_to_budget TEXT, -- `link to budget` description: The unique identifier of the record in the Budget table that indicates the expected total expenditure for a given category and event. value description: References the Budget table
	foreign key (link_to_budget) references budget(budget_id),
);"
1366,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	event_name TEXT, -- examples: `October Meeting`| `event name` description: event name
);

CREATE TABLE attendance
(
	link_to_event TEXT, -- `link to event` description: The unique identifier of the event which was attended value description: References the Event table
	link_to_member TEXT, -- `link to member` description: The unique identifier of the member who attended the event value description: References the Member table
	primary key (link_to_event, link_to_member),
	foreign key (link_to_event) references event(event_id),
	foreign key (link_to_member) references member(member_id),
);

CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	first_name TEXT, -- `first name` description: member's first name
	last_name TEXT, -- `last name` description: member's last name value description: full name is first_name + last_name. e.g. A member's first name is Angela and last name is Sanders. Thus, his/her full name is Angela Sanders.
);"
1367,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	link_to_major TEXT, -- `link to major` description: The unique identifier of the major of the member. References the Major table
	foreign key (link_to_major) references major(major_id),
);

CREATE TABLE major
(
	major_id TEXT constraint major_pk primary key,
	college TEXT, -- description: The name college that houses the department that offers the major
);"
1368,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	phone TEXT, -- description: The best telephone at which to contact the member
	link_to_major TEXT, -- `link to major` description: The unique identifier of the major of the member. References the Major table
	foreign key (link_to_major) references major(major_id),
);

CREATE TABLE major
(
	major_id TEXT constraint major_pk primary key,
	major_name TEXT, -- `major name` description: major name
);"
1369,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	event_name TEXT, -- `event name` description: event name
);

CREATE TABLE budget
(
	budget_id TEXT primary key,
	amount INTEGER, -- description: The amount budgeted for the specified category and event value description: the unit is dollar   some computation like: amount = spent + remaining
	link_to_event TEXT, -- `link to event` description: The unique identifier of the event to which the budget line applies. value description: References the Event table
	foreign key (link_to_event) references event(event_id),
);"
1370,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	position TEXT, -- examples: `President`, `Vice President`
);

CREATE TABLE expense
(
	expense_id TEXT primary key,
	expense_description TEXT, -- `expense description` description: A textual description of what the money was spend for
	link_to_member TEXT, -- `link to member` description: The member who incurred the expense
	foreign key (link_to_member) references member(member_id),
);"
1371,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	event_name TEXT, -- examples: `Women's Soccer`| `event name` description: event name
);

CREATE TABLE attendance
(
	link_to_event TEXT, -- `link to event` description: The unique identifier of the event which was attended value description: References the Event table
	link_to_member TEXT, -- `link to member` description: The unique identifier of the member who attended the event value description: References the Member table
	primary key (link_to_event, link_to_member),
	foreign key (link_to_event) references event(event_id),
);"
1372,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	first_name TEXT, -- examples: `Casey`
	last_name TEXT, -- examples: `Mason`| `last name` description: member's last name value description: full name is first_name + last_name. e.g. A member's first name is Angela and last name is Sanders. Thus, his/her full name is Angela Sanders.
);

CREATE TABLE income
(
	income_id TEXT constraint income_pk primary key,
	date_received TEXT, -- examples: `2019-09-16`| `date received` description: the date that the fund received
	link_to_member TEXT, --
	foreign key (link_to_member) references member(member_id),
);"
1373,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	zip INTEGER, -- description: the zip code of the member's hometown
	foreign key (zip) references zip_code(zip_code),
);

CREATE TABLE zip_code
(
	zip_code INTEGER constraint zip_code_pk primary key,
	state TEXT, -- examples: `Maryland`| description: The name of the state to which the ZIP pertains
);"
1374,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	phone TEXT, -- description: The best telephone at which to contact the member
);

CREATE TABLE attendance
(
	link_to_event TEXT, -- `link to event` description: The unique identifier of the event which was attended value description: References the Event table
	link_to_member TEXT, -- `link to member` description: The unique identifier of the member who attended the event value description: References the Member table
	primary key (link_to_event, link_to_member),
	foreign key (link_to_member) references member(member_id),
);"
1375,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	first_name TEXT, -- `first name` description: member's first name
	last_name TEXT, -- `last name` description: member's last name value description: full name is first_name + last_name. e.g. A member's first name is Angela and last name is Sanders. Thus, his/her full name is Angela Sanders.
	link_to_major TEXT, -- `link to major` description: The unique identifier of the major of the member. References the Major table
	foreign key (link_to_major) references major(major_id),
);

CREATE TABLE major
(
	major_id TEXT constraint major_pk primary key,
	department TEXT, -- description: The name of the department that offers the major
);"
1376,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	event_name TEXT, -- `event name` description: event name
	status TEXT, -- examples: `Closed`| description: One of three values indicating if the event is in planning, is opened, or is closed value description: Open/ Closed/ Planning
);

CREATE TABLE budget
(
	budget_id TEXT primary key,
	spent REAL, -- description: The total amount spent in the budgeted category for an event. value description: the unit is dollar. This is summarized from the Expense table
	amount INTEGER, -- description: The amount budgeted for the specified category and event value description: the unit is dollar   some computation like: amount = spent + remaining
	link_to_event TEXT, --
	foreign key (link_to_event) references event(event_id),
);"
1377,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	position TEXT, -- examples: `President`| description: The position the member holds in the club
);"
1378,"CREATE TABLE budget
(
	budget_id TEXT primary key,
	spent REAL, -- description: The total amount spent in the budgeted category for an event. value description: the unit is dollar. This is summarized from the Expense table
	amount INTEGER, -- description: The amount budgeted for the specified category and event value description: the unit is dollar   some computation like: amount = spent + remaining
);"
1379,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	event_date TEXT, -- examples: `2019-10-24T13:00:00`| `event date` description: The date the event took place or is scheduled to take place value description: e.g. 2020-03-10T12:00:00
	type TEXT, -- examples: `Meeting`| description: The kind of event, such as game, social, election
);"
1380,"CREATE TABLE budget
(
	budget_id TEXT primary key,
	category TEXT, -- examples: `Food`| description: The area for which the amount is budgeted, such as, advertisement, food, parking
	spent REAL, -- description: The total amount spent in the budgeted category for an event. value description: the unit is dollar. This is summarized from the Expense table
);"
1381,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	first_name TEXT, -- `first name` description: member's first name
	last_name TEXT, -- `last name` description: member's last name value description: full name is first_name + last_name. e.g. A member's first name is Angela and last name is Sanders. Thus, his/her full name is Angela Sanders.
);

CREATE TABLE attendance
(
	link_to_event TEXT, -- `link to event` description: The unique identifier of the event which was attended value description: References the Event table
	link_to_member TEXT, -- `link to member` description: The unique identifier of the member who attended the event value description: References the Member table
	primary key (link_to_event, link_to_member),
	foreign key (link_to_member) references member(member_id),
);"
1382,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	event_name TEXT, -- examples: `Community Theater`| `event name` description: event name
);

CREATE TABLE major
(
	major_id TEXT constraint major_pk primary key,
	major_name TEXT, -- examples: `Interior Design`| `major name` description: major name
);

CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	link_to_major TEXT, -- `link to major` description: The unique identifier of the major of the member. References the Major table
	foreign key (link_to_major) references major(major_id),
);

CREATE TABLE attendance
(
	link_to_event TEXT, -- `link to event` description: The unique identifier of the event which was attended value description: References the Event table
	link_to_member TEXT, -- `link to member` description: The unique identifier of the member who attended the event value description: References the Member table
	primary key (link_to_event, link_to_member),
	foreign key (link_to_event) references event(event_id),
	foreign key (link_to_member) references member(member_id),
);"
1383,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	first_name TEXT, -- `first name` description: member's first name
	last_name TEXT, -- `last name` description: member's last name value description: full name is first_name + last_name. e.g. A member's first name is Angela and last name is Sanders. Thus, his/her full name is Angela Sanders.
	zip INTEGER, -- description: the zip code of the member's hometown
	foreign key (zip) references zip_code(zip_code),
);

CREATE TABLE zip_code
(
	zip_code INTEGER constraint zip_code_pk primary key,
	city TEXT, -- examples: `Georgetown`, `Carolina`
	state TEXT, -- examples: `South Carolina`| description: The name of the state to which the ZIP pertains
);"
1384,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	first_name TEXT, -- examples: `Grant`
	last_name TEXT, -- examples: `Gilmour`
);

CREATE TABLE income
(
	income_id TEXT constraint income_pk primary key,
	amount INTEGER, -- description: amount of funds value description: the unit is dollar
	link_to_member TEXT, --
	foreign key (link_to_member) references member(member_id),
);"
1385,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	first_name TEXT, -- `first name` description: member's first name
	last_name TEXT, -- `last name` description: member's last name value description: full name is first_name + last_name. e.g. A member's first name is Angela and last name is Sanders. Thus, his/her full name is Angela Sanders.
);

CREATE TABLE income
(
	income_id TEXT constraint income_pk primary key,
	amount INTEGER, -- description: amount of funds value description: the unit is dollar
	link_to_member TEXT, --
	foreign key (link_to_member) references member(member_id),
);"
1386,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	event_name TEXT, -- examples: `Baseball game`, `Yearly Kickoff`
);

CREATE TABLE budget
(
	budget_id TEXT primary key,
	link_to_event TEXT, --
	foreign key (link_to_event) references event(event_id),
);

CREATE TABLE expense
(
	expense_id TEXT primary key,
	cost REAL, -- description: The dollar amount of the expense value description: the unit is dollar
	link_to_budget TEXT, -- `link to budget` description: The unique identifier of the record in the Budget table that indicates the expected total expenditure for a given category and event. value description: References the Budget table
	foreign key (link_to_budget) references budget(budget_id),
);"
1387,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	event_name TEXT, -- examples: `Yearly Kickoff`| `event name` description: event name
);

CREATE TABLE budget
(
	budget_id TEXT primary key,
	link_to_event TEXT, -- `link to event` description: The unique identifier of the event to which the budget line applies. value description: References the Event table
	foreign key (link_to_event) references event(event_id),
);

CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	first_name TEXT, --
	last_name TEXT, --
);"
1388,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	first_name TEXT, -- `first name` description: member's first name
	last_name TEXT, -- `last name` description: member's last name value description: full name is first_name + last_name. e.g. A member's first name is Angela and last name is Sanders. Thus, his/her full name is Angela Sanders.
);

CREATE TABLE income
(
	income_id TEXT constraint income_pk primary key,
	amount INTEGER, --
	source TEXT, -- description: A value indicating where the funds come from such as dues, or the annual university allocation
	link_to_member TEXT, --
	foreign key (link_to_member) references member(member_id),
);"
1389,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	event_name TEXT, -- `event name` description: event name
);

CREATE TABLE expense
(
	expense_id TEXT primary key,
	cost REAL, --
);"
1390,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	event_name TEXT, -- examples: `Yearly Kickoff`| `event name` description: event name
);

CREATE TABLE budget
(
	budget_id TEXT primary key,
	link_to_event TEXT, --
	foreign key (link_to_event) references event(event_id),
);

CREATE TABLE expense
(
	expense_id TEXT primary key,
	cost REAL, -- description: The dollar amount of the expense value description: the unit is dollar
	link_to_budget TEXT, -- `link to budget` description: The unique identifier of the record in the Budget table that indicates the expected total expenditure for a given category and event. value description: References the Budget table
	foreign key (link_to_budget) references budget(budget_id),
);"
1391,"CREATE TABLE major
(
	major_id TEXT constraint major_pk primary key,
	major_name TEXT, -- examples: `Finance`, `Physics`| `major name` description: major name
);"
1392,"CREATE TABLE income
(
	income_id TEXT constraint income_pk primary key,
	date_received TEXT, -- examples: `2019-10-17`| `date received` description: the date that the fund received
	amount INTEGER, -- description: amount of funds value description: the unit is dollar
	source TEXT, -- description: A value indicating where the funds come from such as dues, or the annual university allocation
);"
1393,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	first_name TEXT, -- `first name` description: member's first name
	last_name TEXT, -- `last name` description: member's last name value description: full name is first_name + last_name. e.g. A member's first name is Angela and last name is Sanders. Thus, his/her full name is Angela Sanders.
	email TEXT, -- description: member's email
	position TEXT, -- examples: `Secretary`| description: The position the member holds in the club
);"
1394,"CREATE TABLE major
(
	major_id TEXT constraint major_pk primary key,
	major_name TEXT, -- examples: `Physics Teaching`, `Physics`| `major name` description: major name
);

CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	link_to_major TEXT, -- `link to major` description: The unique identifier of the major of the member. References the Major table
	foreign key (link_to_major) references major(major_id),
);"
1395,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	event_name TEXT, -- examples: `Community Theater`| `event name` description: event name
	event_date TEXT, -- examples: `2019-10-24T13:00:00`| `event date` description: The date the event took place or is scheduled to take place value description: e.g. 2020-03-10T12:00:00
);

CREATE TABLE attendance
(
	link_to_event TEXT, -- `link to event` description: The unique identifier of the event which was attended value description: References the Event table
	link_to_member TEXT, -- `link to member` description: The unique identifier of the member who attended the event value description: References the Member table
	primary key (link_to_event, link_to_member),
	foreign key (link_to_event) references event(event_id),
);"
1396,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	first_name TEXT, -- examples: `Luisa`
	last_name TEXT, -- examples: `Guidi`
	link_to_major TEXT, -- `link to major` description: The unique identifier of the major of the member. References the Major table
	foreign key (link_to_major) references major(major_id),
);

CREATE TABLE major
(
	major_id TEXT constraint major_pk primary key,
	major_name TEXT, -- `major name` description: major name
);

CREATE TABLE attendance
(
	link_to_event TEXT, -- `link to event` description: The unique identifier of the event which was attended value description: References the Event table
	link_to_member TEXT, --
	primary key (link_to_event, link_to_member),
	foreign key (link_to_member) references member(member_id),
);"
1397,"CREATE TABLE budget
(
	budget_id TEXT primary key,
	category TEXT, -- examples: `Food`| description: The area for which the amount is budgeted, such as, advertisement, food, parking
	spent REAL, -- description: The total amount spent in the budgeted category for an event. value description: the unit is dollar. This is summarized from the Expense table
	event_status TEXT, -- examples: `Closed`| `event status` description: the status of the event value description: Closed / Open/ Planning    • Closed: It means that the event is closed. The spent and the remaining won't change anymore. • Open: It means that the event is already opened. The spent and the remaining will change with new expenses. • Planning: The event is not started yet but is planning. The spent and the remaining won't change at this stage.
);"
1398,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	event_name TEXT, -- `event name` description: event name
);

CREATE TABLE budget
(
	budget_id TEXT primary key,
	category TEXT, -- examples: `Advertisement`| description: The area for which the amount is budgeted, such as, advertisement, food, parking
	spent REAL, -- description: The total amount spent in the budgeted category for an event. value description: the unit is dollar. This is summarized from the Expense table
	link_to_event TEXT, --
	foreign key (link_to_event) references event(event_id),
);"
1399,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	event_name TEXT, -- examples: `Women's Soccer`| `event name` description: event name
);

CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	first_name TEXT, -- examples: `Maya`
	last_name TEXT, -- examples: `Mclean`
);

CREATE TABLE attendance
(
	link_to_event TEXT, -- `link to event` description: The unique identifier of the event which was attended value description: References the Event table
	link_to_member TEXT, -- `link to member` description: The unique identifier of the member who attended the event value description: References the Member table
	primary key (link_to_event, link_to_member),
	foreign key (link_to_event) references event(event_id),
	foreign key (link_to_member) references member(member_id),
);"
1400,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	event_date TEXT, -- examples: `2019-10-22T12:00:00`| `event date` description: The date the event took place or is scheduled to take place value description: e.g. 2020-03-10T12:00:00
	type TEXT, -- examples: `Community Service`| description: The kind of event, such as game, social, election
);

CREATE TABLE zip_code
(
	zip_code INTEGER constraint zip_code_pk primary key,
	county TEXT, --
);"
1401,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	event_name TEXT, -- examples: `September Speaker`| `event name` description: event name
);

CREATE TABLE budget
(
	budget_id TEXT primary key,
	link_to_event TEXT, -- `link to event` description: The unique identifier of the event to which the budget line applies. value description: References the Event table
	foreign key (link_to_event) references event(event_id),
);

CREATE TABLE expense
(
	expense_id TEXT primary key,
	expense_description TEXT, -- examples: `Posters`| `expense description` description: A textual description of what the money was spend for
	cost REAL, -- description: The dollar amount of the expense value description: the unit is dollar
	link_to_budget TEXT, --
	foreign key (link_to_budget) references budget(budget_id),
);"
1402,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	t_shirt_size TEXT, -- description: The size of tee shirt that member wants when shirts are ordered value description: usually the student ordered t-shirt with lager size has bigger body shape
);"
1403,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	event_name TEXT, -- `event name` description: event name
	status TEXT, -- examples: `Closed`| description: One of three values indicating if the event is in planning, is opened, or is closed value description: Open/ Closed/ Planning
);

CREATE TABLE budget
(
	budget_id TEXT primary key,
	remaining REAL, -- description: A value calculated as the amount budgeted minus the amount spent value description: the unit is dollar   If the remaining < 0, it means that the cost has exceeded the budget.
	link_to_event TEXT, --
	foreign key (link_to_event) references event(event_id),
);

CREATE TABLE expense
(
	expense_id TEXT primary key,
	cost REAL, -- description: The dollar amount of the expense value description: the unit is dollar
	link_to_budget TEXT, -- `link to budget` description: The unique identifier of the record in the Budget table that indicates the expected total expenditure for a given category and event. value description: References the Budget table
	foreign key (link_to_budget) references budget(budget_id),
);"
1404,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	event_name TEXT, -- examples: `October Meeting`| `event name` description: event name
);

CREATE TABLE expense
(
	expense_id TEXT primary key,
	expense_description TEXT, -- `expense description` description: A textual description of what the money was spend for
	cost REAL, -- description: The dollar amount of the expense value description: the unit is dollar
	approved TEXT, -- description: A true or false value indicating if the expense was approved value description: true/ false
);"
1405,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	event_name TEXT, -- examples: `April Speaker`
);

CREATE TABLE budget
(
	budget_id TEXT primary key,
	category TEXT, -- description: The area for which the amount is budgeted, such as, advertisement, food, parking
	amount INTEGER, -- description: The amount budgeted for the specified category and event value description: the unit is dollar   some computation like: amount = spent + remaining
	link_to_event TEXT, --
	foreign key (link_to_event) references event(event_id),
);"
1406,"CREATE TABLE budget
(
	budget_id TEXT primary key,
	category TEXT, -- examples: `Food`| description: The area for which the amount is budgeted, such as, advertisement, food, parking
	amount INTEGER, -- description: The amount budgeted for the specified category and event value description: the unit is dollar   some computation like: amount = spent + remaining
);"
1407,"CREATE TABLE budget
(
	budget_id TEXT primary key,
	category TEXT, -- examples: `Advertisement`| description: The area for which the amount is budgeted, such as, advertisement, food, parking
	amount INTEGER, -- description: The amount budgeted for the specified category and event value description: the unit is dollar   some computation like: amount = spent + remaining
);"
1408,"CREATE TABLE expense
(
	expense_id TEXT primary key,
	expense_description TEXT, -- examples: `Parking`| `expense description` description: A textual description of what the money was spend for
	cost REAL, -- description: The dollar amount of the expense value description: the unit is dollar
);"
1409,"CREATE TABLE expense
(
	expense_id TEXT primary key,
	expense_date TEXT, -- examples: `2019-08-20`| `expense date` description: The date the expense was incurred value description: e.g. YYYY-MM-DD
	cost REAL, -- description: The dollar amount of the expense value description: the unit is dollar
);"
1410,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	first_name TEXT, -- `first name` description: member's first name
	last_name TEXT, -- `last name` description: member's last name value description: full name is first_name + last_name. e.g. A member's first name is Angela and last name is Sanders. Thus, his/her full name is Angela Sanders.
);

CREATE TABLE expense
(
	expense_id TEXT primary key,
	cost REAL, -- description: The dollar amount of the expense value description: the unit is dollar
	link_to_member TEXT, -- `link to member` description: The member who incurred the expense
	foreign key (link_to_member) references member(member_id),
);"
1411,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	first_name TEXT, -- examples: `Sacha`
	last_name TEXT, -- examples: `Harrison`
);

CREATE TABLE expense
(
	expense_id TEXT primary key,
	expense_description TEXT, -- `expense description` description: A textual description of what the money was spend for
	link_to_member TEXT, -- `link to member` description: The member who incurred the expense
	foreign key (link_to_member) references member(member_id),
);"
1412,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	t_shirt_size TEXT, -- examples: `X-Large`| description: The size of tee shirt that member wants when shirts are ordered value description: usually the student ordered t-shirt with lager size has bigger body shape
);

CREATE TABLE expense
(
	expense_id TEXT primary key,
	expense_description TEXT, -- examples: `Club shirts`| `expense description` description: A textual description of what the money was spend for
	link_to_member TEXT, -- `link to member` description: The member who incurred the expense
	foreign key (link_to_member) references member(member_id),
);"
1413,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	zip INTEGER, -- description: the zip code of the member's hometown
	foreign key (zip) references zip_code(zip_code),
);

CREATE TABLE expense
(
	expense_id TEXT primary key,
	cost REAL, -- description: The dollar amount of the expense value description: the unit is dollar
	link_to_member TEXT, -- `link to member` description: The member who incurred the expense
	foreign key (link_to_member) references member(member_id),
);

CREATE TABLE zip_code
(
	zip_code INTEGER constraint zip_code_pk primary key,
);"
1414,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	first_name TEXT, -- examples: `Phillip`| `first name` description: member's first name
	last_name TEXT, -- examples: `Cullen`
	link_to_major TEXT, -- `link to major` description: The unique identifier of the major of the member. References the Major table
	foreign key (link_to_major) references major(major_id),
);

CREATE TABLE major
(
	major_id TEXT constraint major_pk primary key,
	major_name TEXT, -- `major name` description: major name
);"
1415,"CREATE TABLE major
(
	major_id TEXT constraint major_pk primary key,
	major_name TEXT, -- examples: `Business`| `major name` description: major name
);

CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	position TEXT, -- examples: `Member`| description: The position the member holds in the club
	link_to_major TEXT, -- `link to major` description: The unique identifier of the major of the member. References the Major table
	foreign key (link_to_major) references major(major_id),
);"
1416,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	t_shirt_size TEXT, -- examples: `Medium`| description: The size of tee shirt that member wants when shirts are ordered value description: usually the student ordered t-shirt with lager size has bigger body shape
	link_to_major TEXT, -- `link to major` description: The unique identifier of the major of the member. References the Major table
	foreign key (link_to_major) references major(major_id),
);

CREATE TABLE major
(
	major_id TEXT constraint major_pk primary key,
	major_name TEXT, -- examples: `Business`| `major name` description: major name
);"
1417,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	type TEXT, -- examples: `Budget`| description: The kind of event, such as game, social, election
);

CREATE TABLE budget
(
	budget_id TEXT primary key,
	remaining REAL, -- description: A value calculated as the amount budgeted minus the amount spent value description: the unit is dollar   If the remaining < 0, it means that the cost has exceeded the budget.
	link_to_event TEXT, -- `link to event` description: The unique identifier of the event to which the budget line applies. value description: References the Event table
	foreign key (link_to_event) references event(event_id),
);"
1418,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	type TEXT, -- description: The kind of event, such as game, social, election
	location TEXT, -- examples: `MU 215`| description: Address where the event was held or is to be held or the name of such a location
);

CREATE TABLE budget
(
	budget_id TEXT primary key,
	category TEXT, --
	link_to_event TEXT, -- `link to event` description: The unique identifier of the event to which the budget line applies. value description: References the Event table
	foreign key (link_to_event) references event(event_id),
);"
1419,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	event_date TEXT, -- examples: `2020-03-10T12:00:00`| `event date` description: The date the event took place or is scheduled to take place value description: e.g. 2020-03-10T12:00:00
);

CREATE TABLE budget
(
	budget_id TEXT primary key,
	category TEXT, --
	link_to_event TEXT, -- `link to event` description: The unique identifier of the event to which the budget line applies. value description: References the Event table
	foreign key (link_to_event) references event(event_id),
);"
1420,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	position TEXT, -- examples: `President`, `Vice President`| description: The position the member holds in the club
	link_to_major TEXT, -- `link to major` description: The unique identifier of the major of the member. References the Major table
	foreign key (link_to_major) references major(major_id),
);

CREATE TABLE major
(
	major_id TEXT constraint major_pk primary key,
	major_name TEXT, -- `major name` description: major name
);"
1421,"CREATE TABLE major
(
	major_id TEXT constraint major_pk primary key,
	major_name TEXT, -- examples: `Mathematics`
);

CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	position TEXT, -- examples: `Member`| description: The position the member holds in the club
	zip INTEGER, --
	link_to_major TEXT, -- `link to major` description: The unique identifier of the major of the member. References the Major table
	foreign key (link_to_major) references major(major_id),
	foreign key (zip) references zip_code(zip_code),
);

CREATE TABLE zip_code
(
	zip_code INTEGER constraint zip_code_pk primary key,
	county TEXT, --
);"
1422,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	type TEXT, -- description: The kind of event, such as game, social, election
	location TEXT, -- examples: `MU 215`| description: Address where the event was held or is to be held or the name of such a location
);

CREATE TABLE budget
(
	budget_id TEXT primary key,
	category TEXT, --
	link_to_event TEXT, -- `link to event` description: The unique identifier of the event to which the budget line applies. value description: References the Event table
	foreign key (link_to_event) references event(event_id),
);"
1423,"CREATE TABLE income
(
	income_id TEXT constraint income_pk primary key,
	amount INTEGER, -- description: amount of funds value description: the unit is dollar
);"
1424,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	position TEXT, -- examples: `Member`| description: The position the member holds in the club
	t_shirt_size TEXT, -- examples: `X-Large`| description: The size of tee shirt that member wants when shirts are ordered value description: usually the student ordered t-shirt with lager size has bigger body shape
);"
1425,"CREATE TABLE major
(
	major_id TEXT constraint major_pk primary key,
	major_name TEXT, -- examples: `Technology and Engineering Education`| `major name` description: major name
	department TEXT, -- description: The name of the department that offers the major
	college TEXT, -- description: The name college that houses the department that offers the major
);"
1426,"CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	last_name TEXT, -- `last name` description: member's last name value description: full name is first_name + last_name. e.g. A member's first name is Angela and last name is Sanders. Thus, his/her full name is Angela Sanders.
	link_to_major TEXT, -- `link to major` description: The unique identifier of the major of the member. References the Major table
	foreign key (link_to_major) references major(major_id),
);

CREATE TABLE major
(
	major_id TEXT constraint major_pk primary key,
	major_name TEXT, -- examples: `Environmental Engineering`| `major name` description: major name
	department TEXT, -- description: The name of the department that offers the major
	college TEXT, -- description: The name college that houses the department that offers the major
);"
1427,"CREATE TABLE event
(
	event_id TEXT constraint event_pk primary key,
	type TEXT, -- examples: `Budget`, `Guest Speaker`
	location TEXT, -- examples: `MU 215`
);

CREATE TABLE budget
(
	budget_id TEXT primary key,
	category TEXT, -- description: The area for which the amount is budgeted, such as, advertisement, food, parking
	spent REAL, -- description: The total amount spent in the budgeted category for an event. value description: the unit is dollar. This is summarized from the Expense table
	link_to_event TEXT, --
	foreign key (link_to_event) references event(event_id),
);"
1428,"CREATE TABLE major
(
	major_id TEXT constraint major_pk primary key,
	department TEXT, -- description: The name of the department that offers the major
);

CREATE TABLE member
(
	member_id TEXT constraint member_pk primary key,
	position TEXT, -- examples: `Member`| description: The position the member holds in the club
	zip INTEGER, -- description: the zip code of the member's hometown
	link_to_major TEXT, --
	foreign key (link_to_major) references major(major_id),
	foreign key (zip) references zip_code(zip_code),
);

CREATE TABLE zip_code
(
	zip_code INTEGER constraint zip_code_pk primary key,
	city TEXT, --
	state TEXT, -- description: The name of the state to which the ZIP pertains
);"
