correct_schema_str,question_id
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	eye_colour_id INTEGER default NULL, --
	hair_colour_id INTEGER default NULL, -- `hair colour id` description: the id of the superhero's hair color
	skin_colour_id INTEGER default NULL, --
	foreign key (eye_colour_id) references colour(id),
	foreign key (hair_colour_id) references colour(id),
	foreign key (skin_colour_id) references colour(id),
);

CREATE TABLE colour
(
	id INTEGER not null primary key,
	colour TEXT default NULL, -- examples: `Blond`| description: the color of the superhero's skin/eye/hair/etc
);",735
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	superhero_name TEXT default NULL, -- examples: `Superman`| `superhero name` description: the name of the superhero
);

CREATE TABLE hero_attribute
(
	hero_id INTEGER default NULL, --
	attribute_id INTEGER default NULL, --
	attribute_value INTEGER default NULL, -- `attribute value` description: the attribute value value description: If a superhero has a higher attribute value on a particular attribute, it means that they are more skilled or powerful in that area compared to other superheroes. For example, if a superhero has a higher attribute value for strength, they may be able to lift heavier objects or deliver more powerful punches than other superheroes.
	foreign key (attribute_id) references attribute(id),
	foreign key (hero_id) references superhero(id),
);

CREATE TABLE attribute
(
	id INTEGER not null primary key,
	attribute_name TEXT default NULL, -- examples: `Intelligence`| `attribute name` description: the attribute value description: A superhero's attribute is a characteristic or quality that defines who they are and what they are capable of. This could be a physical trait, such as superhuman strength or the ability to fly, or a personal trait, such as extraordinary intelligence or exceptional bravery.
);",736
"CREATE TABLE race
(
	id INTEGER not null primary key,
	race TEXT default NULL, -- description: the race of the superhero value description: In the context of superheroes, a superhero's race would refer to the particular group of people that the superhero belongs to base on these physical characteristics
);

CREATE TABLE superhero
(
	id INTEGER not null primary key,
	superhero_name TEXT default NULL, -- examples: `Copycat`| `superhero name` description: the name of the superhero
	race_id INTEGER default NULL, -- `race id` description: the id of the superhero's race
	foreign key (race_id) references race(id),
);",737
"CREATE TABLE hero_attribute
(
	hero_id INTEGER default NULL, -- `hero id` description: the id of the hero Maps to superhero(id)
	attribute_id INTEGER default NULL, -- `attribute id` description: the id of the attribute Maps to attribute(id)
	attribute_value INTEGER default NULL, -- `attribute value` description: the attribute value value description: If a superhero has a higher attribute value on a particular attribute, it means that they are more skilled or powerful in that area compared to other superheroes. For example, if a superhero has a higher attribute value for strength, they may be able to lift heavier objects or deliver more powerful punches than other superheroes.
	foreign key (attribute_id) references attribute(id),
);

CREATE TABLE attribute
(
	id INTEGER not null primary key,
	attribute_name TEXT default NULL, -- examples: `Durability`| `attribute name` description: the attribute value description: A superhero's attribute is a characteristic or quality that defines who they are and what they are capable of. This could be a physical trait, such as superhuman strength or the ability to fly, or a personal trait, such as extraordinary intelligence or exceptional bravery.
);",738
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	superhero_name TEXT default NULL, -- examples: `Superman`| `superhero name` description: the name of the superhero
);

CREATE TABLE hero_power
(
	hero_id INTEGER default NULL, --
	power_id INTEGER default NULL, --
	foreign key (hero_id) references superhero(id),
	foreign key (power_id) references superpower(id),
);

CREATE TABLE superpower
(
	id INTEGER not null primary key,
	power_name TEXT default NULL, -- examples: `Death Touch`| `power name` description: the superpower name
);",739
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	gender_id INTEGER default NULL, -- `gender id` description: the id of the superhero's gender
	foreign key (gender_id) references gender(id),
);

CREATE TABLE hero_attribute
(
	hero_id INTEGER default NULL, --
	attribute_id INTEGER default NULL, --
	attribute_value INTEGER default NULL, -- `attribute value` description: the attribute value value description: If a superhero has a higher attribute value on a particular attribute, it means that they are more skilled or powerful in that area compared to other superheroes. For example, if a superhero has a higher attribute value for strength, they may be able to lift heavier objects or deliver more powerful punches than other superheroes.
	foreign key (attribute_id) references attribute(id),
	foreign key (hero_id) references superhero(id),
);

CREATE TABLE attribute
(
	id INTEGER not null primary key,
	attribute_name TEXT default NULL, -- examples: `Strength`| `attribute name` description: the attribute value description: A superhero's attribute is a characteristic or quality that defines who they are and what they are capable of. This could be a physical trait, such as superhuman strength or the ability to fly, or a personal trait, such as extraordinary intelligence or exceptional bravery.
);

CREATE TABLE gender
(
	id INTEGER not null primary key,
	gender TEXT default NULL, -- examples: `Female`| description: the gender of the superhero
);",740
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	superhero_name TEXT default NULL, -- examples: `Superman`| `superhero name` description: the name of the superhero
);

CREATE TABLE hero_power
(
	hero_id INTEGER default NULL, --
	foreign key (hero_id) references superhero(id),
);",741
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	superhero_name TEXT default NULL, -- examples: `Superman`| `superhero name` description: the name of the superhero
	race_id INTEGER default NULL, -- `race id` description: the id of the superhero's race
	foreign key (race_id) references race(id),
);

CREATE TABLE race
(
	id INTEGER not null primary key,
	race TEXT default NULL, -- examples: `Vampire`| description: the race of the superhero value description: In the context of superheroes, a superhero's race would refer to the particular group of people that the superhero belongs to base on these physical characteristics
);",742
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	publisher_id INTEGER default NULL, --
	alignment_id INTEGER default NULL, -- `alignment id` description: the id of the superhero's alignment
	foreign key (alignment_id) references alignment(id),
	foreign key (publisher_id) references publisher(id),
);

CREATE TABLE publisher
(
	id INTEGER not null primary key,
	publisher_name TEXT default NULL, -- examples: `Marvel Comics`
);

CREATE TABLE alignment
(
	id INTEGER not null primary key,
	alignment TEXT default NULL, -- examples: `Bad`| description: the alignment of the superhero value description: Alignment refers to a character's moral and ethical stance and can be used to describe the overall attitude or behavior of a superhero. Some common alignments for superheroes include: Good: These superheroes are typically kind, selfless, and dedicated to protecting others and upholding justice. Examples of good alignments include Superman, Wonder Woman, and Spider-Man. Neutral: These superheroes may not always prioritize the greater good, but they are not necessarily evil either. They may act in their own self-interest or make decisions based on their own moral code. Examples of neutral alignments include the Hulk and Deadpool. 	Bad: These superheroes are typically selfish, manipulative, and willing to harm others in pursuit of their own goals. Examples of evil alignments include Lex Luthor and the Joker.
);",743
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	publisher_id INTEGER default NULL, -- `publisher id` description: the id of the publisher
	foreign key (publisher_id) references publisher(id),
);

CREATE TABLE publisher
(
	id INTEGER not null primary key,
	publisher_name TEXT default NULL, -- examples: `Marvel Comics`, `DC Comics`| description: the name of the publisher
);",744
"CREATE TABLE publisher
(
	id INTEGER not null primary key,
	publisher_name TEXT default NULL, -- examples: `Star Trek`| description: the name of the publisher
);",745
"CREATE TABLE hero_attribute
(
	attribute_value INTEGER default NULL, -- `attribute value` description: the attribute value value description: If a superhero has a higher attribute value on a particular attribute, it means that they are more skilled or powerful in that area compared to other superheroes. For example, if a superhero has a higher attribute value for strength, they may be able to lift heavier objects or deliver more powerful punches than other superheroes.
);",746
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	full_name TEXT default NULL, -- `full name` description: the full name of the superhero value description: The full name of a person typically consists of their given name, also known as their first name or personal name, and their surname, also known as their last name or family name. For example, if someone's given name is ""John"" and their surname is ""Smith,"" their full name would be ""John Smith.""
);",747
"CREATE TABLE colour
(
	id INTEGER not null primary key,
	colour TEXT default NULL, -- description: the color of the superhero's skin/eye/hair/etc
);

CREATE TABLE superhero
(
	id INTEGER not null primary key,
	eye_colour_id INTEGER default NULL, -- `eye colour id` description: the id of the superhero's eye color
	hair_colour_id INTEGER default NULL, --
	skin_colour_id INTEGER default NULL, --
	foreign key (eye_colour_id) references colour(id),
	foreign key (hair_colour_id) references colour(id),
	foreign key (skin_colour_id) references colour(id),
);",748
"CREATE TABLE superpower
(
	id INTEGER not null primary key,
	power_name TEXT default NULL, -- `power name` description: the superpower name
);

CREATE TABLE superhero
(
	id INTEGER not null primary key,
	superhero_name TEXT default NULL, -- examples: `Deathlok`| `superhero name` description: the name of the superhero
);

CREATE TABLE hero_power
(
	hero_id INTEGER default NULL, --
	power_id INTEGER default NULL, --
	foreign key (hero_id) references superhero(id),
	foreign key (power_id) references superpower(id),
);",749
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	gender_id INTEGER default NULL, -- `gender id` description: the id of the superhero's gender
	weight_kg INTEGER default NULL, -- `weight kg` description: the weight of the superhero value description: The unit of weight is kilogram. If the weight_kg is NULL or 0, it means the weight of the superhero is missing.
	foreign key (gender_id) references gender(id),
);

CREATE TABLE gender
(
	id INTEGER not null primary key,
	gender TEXT default NULL, -- examples: `Female`| description: the gender of the superhero
);",750
"CREATE TABLE superpower
(
	id INTEGER not null primary key,
	power_name TEXT default NULL, -- `power name` description: the superpower name
);

CREATE TABLE superhero
(
	id INTEGER not null primary key,
	gender_id INTEGER default NULL, -- `gender id` description: the id of the superhero's gender
	foreign key (gender_id) references gender(id),
);

CREATE TABLE hero_power
(
	hero_id INTEGER default NULL, --
	power_id INTEGER default NULL, -- `power id` description: the id of the power Maps to superpower(id) value description: In general, a superhero's attributes provide the foundation for their abilities and help to define who they are, while their powers are the specific abilities that they use to fight crime and protect others.
	foreign key (hero_id) references superhero(id),
	foreign key (power_id) references superpower(id),
);

CREATE TABLE gender
(
	id INTEGER not null primary key,
	gender TEXT default NULL, -- examples: `Male`| description: the gender of the superhero
);",751
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	superhero_name TEXT default NULL, -- examples: `Alien`| `superhero name` description: the name of the superhero
	race_id INTEGER default NULL, -- `race id` description: the id of the superhero's race
	foreign key (race_id) references race(id),
);

CREATE TABLE race
(
	id INTEGER not null primary key,
	race TEXT default NULL, -- examples: `Alien`| description: the race of the superhero value description: In the context of superheroes, a superhero's race would refer to the particular group of people that the superhero belongs to base on these physical characteristics
);",752
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	superhero_name TEXT default NULL, -- examples: `Superman`| `superhero name` description: the name of the superhero
	eye_colour_id INTEGER default NULL, -- `eye colour id` description: the id of the superhero's eye color
	hair_colour_id INTEGER default NULL, --
	skin_colour_id INTEGER default NULL, --
	height_cm INTEGER default NULL, -- `height cm` description: the height of the superhero value description: The unit of height is centimeter. If the height_cm is NULL or 0, it means the height of the superhero is missing.
	foreign key (eye_colour_id) references colour(id),
	foreign key (hair_colour_id) references colour(id),
	foreign key (skin_colour_id) references colour(id),
);

CREATE TABLE colour
(
	id INTEGER not null primary key,
	colour TEXT default NULL, -- description: the color of the superhero's skin/eye/hair/etc
);",753
"CREATE TABLE superpower
(
	id INTEGER not null primary key,
	power_name TEXT default NULL, -- `power name` description: the superpower name
);

CREATE TABLE hero_power
(
	hero_id INTEGER default NULL, -- `hero id` description: the id of the hero Maps to superhero(id)
	power_id INTEGER default NULL, -- `power id` description: the id of the power Maps to superpower(id) value description: In general, a superhero's attributes provide the foundation for their abilities and help to define who they are, while their powers are the specific abilities that they use to fight crime and protect others.
	foreign key (power_id) references superpower(id),
);",754
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	full_name TEXT default NULL, -- `full name` description: the full name of the superhero value description: The full name of a person typically consists of their given name, also known as their first name or personal name, and their surname, also known as their last name or family name. For example, if someone's given name is ""John"" and their surname is ""Smith,"" their full name would be ""John Smith.""
	race_id INTEGER default NULL, -- `race id` description: the id of the superhero's race
	foreign key (race_id) references race(id),
);

CREATE TABLE race
(
	id INTEGER not null primary key,
	race TEXT default NULL, -- examples: `Demi-God`| description: the race of the superhero value description: In the context of superheroes, a superhero's race would refer to the particular group of people that the superhero belongs to base on these physical characteristics
);",755
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	alignment_id INTEGER default NULL, -- `alignment id` description: the id of the superhero's alignment
	foreign key (alignment_id) references alignment(id),
);

CREATE TABLE alignment
(
	id INTEGER not null primary key,
	alignment TEXT default NULL, -- examples: `Bad`| description: the alignment of the superhero value description: Alignment refers to a character's moral and ethical stance and can be used to describe the overall attitude or behavior of a superhero. Some common alignments for superheroes include: Good: These superheroes are typically kind, selfless, and dedicated to protecting others and upholding justice. Examples of good alignments include Superman, Wonder Woman, and Spider-Man. Neutral: These superheroes may not always prioritize the greater good, but they are not necessarily evil either. They may act in their own self-interest or make decisions based on their own moral code. Examples of neutral alignments include the Hulk and Deadpool. 	Bad: These superheroes are typically selfish, manipulative, and willing to harm others in pursuit of their own goals. Examples of evil alignments include Lex Luthor and the Joker.
);",756
"CREATE TABLE race
(
	id INTEGER not null primary key,
	race TEXT default NULL, -- description: the race of the superhero value description: In the context of superheroes, a superhero's race would refer to the particular group of people that the superhero belongs to base on these physical characteristics
);

CREATE TABLE superhero
(
	id INTEGER not null primary key,
	race_id INTEGER default NULL, -- `race id` description: the id of the superhero's race
	weight_kg INTEGER default NULL, -- `weight kg` description: the weight of the superhero value description: The unit of weight is kilogram. If the weight_kg is NULL or 0, it means the weight of the superhero is missing.
	foreign key (race_id) references race(id),
);",757
"CREATE TABLE colour
(
	id INTEGER not null primary key,
	colour TEXT default NULL, -- description: the color of the superhero's skin/eye/hair/etc
);

CREATE TABLE superhero
(
	id INTEGER not null primary key,
	eye_colour_id INTEGER default NULL, --
	hair_colour_id INTEGER default NULL, -- `hair colour id` description: the id of the superhero's hair color
	skin_colour_id INTEGER default NULL, --
	race_id INTEGER default NULL, -- `race id` description: the id of the superhero's race
	height_cm INTEGER default NULL, -- `height cm` description: the height of the superhero value description: The unit of height is centimeter. If the height_cm is NULL or 0, it means the height of the superhero is missing.
	foreign key (eye_colour_id) references colour(id),
	foreign key (hair_colour_id) references colour(id),
	foreign key (race_id) references race(id),
	foreign key (skin_colour_id) references colour(id),
);

CREATE TABLE race
(
	id INTEGER not null primary key,
	race TEXT default NULL, -- examples: `Human`| description: the race of the superhero value description: In the context of superheroes, a superhero's race would refer to the particular group of people that the superhero belongs to base on these physical characteristics
);",758
"CREATE TABLE colour
(
	id INTEGER not null primary key,
	colour TEXT default NULL, -- description: the color of the superhero's skin/eye/hair/etc
);

CREATE TABLE superhero
(
	id INTEGER not null primary key,
	eye_colour_id INTEGER default NULL, -- `eye colour id` description: the id of the superhero's eye color
	hair_colour_id INTEGER default NULL, --
	skin_colour_id INTEGER default NULL, --
	weight_kg INTEGER default NULL, -- `weight kg` description: the weight of the superhero value description: The unit of weight is kilogram. If the weight_kg is NULL or 0, it means the weight of the superhero is missing.
	foreign key (eye_colour_id) references colour(id),
	foreign key (hair_colour_id) references colour(id),
	foreign key (skin_colour_id) references colour(id),
);",759
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	publisher_id INTEGER default NULL, --
	height_cm INTEGER default NULL, -- `height cm` description: the height of the superhero value description: The unit of height is centimeter. If the height_cm is NULL or 0, it means the height of the superhero is missing.
	foreign key (publisher_id) references publisher(id),
);

CREATE TABLE publisher
(
	id INTEGER not null primary key,
	publisher_name TEXT default NULL, -- examples: `Marvel Comics`
);",760
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	full_name TEXT default NULL, -- `full name` description: the full name of the superhero value description: The full name of a person typically consists of their given name, also known as their first name or personal name, and their surname, also known as their last name or family name. For example, if someone's given name is ""John"" and their surname is ""Smith,"" their full name would be ""John Smith.""
	gender_id INTEGER default NULL, --
	weight_kg INTEGER default NULL, -- `weight kg` description: the weight of the superhero value description: The unit of weight is kilogram. If the weight_kg is NULL or 0, it means the weight of the superhero is missing.
	foreign key (gender_id) references gender(id),
);

CREATE TABLE gender
(
	id INTEGER not null primary key,
	gender TEXT default NULL, -- examples: `Male`| description: the gender of the superhero
);",761
"CREATE TABLE superpower
(
	id INTEGER not null primary key,
	power_name TEXT default NULL, -- `power name` description: the superpower name
);

CREATE TABLE hero_power
(
	hero_id INTEGER default NULL, --
	power_id INTEGER default NULL, -- `power id` description: the id of the power Maps to superpower(id) value description: In general, a superhero's attributes provide the foundation for their abilities and help to define who they are, while their powers are the specific abilities that they use to fight crime and protect others.
	foreign key (power_id) references superpower(id),
);",762
"CREATE TABLE hero_attribute
(
	hero_id INTEGER default NULL, --
	attribute_value INTEGER default NULL, -- `attribute value` description: the attribute value value description: If a superhero has a higher attribute value on a particular attribute, it means that they are more skilled or powerful in that area compared to other superheroes. For example, if a superhero has a higher attribute value for strength, they may be able to lift heavier objects or deliver more powerful punches than other superheroes.
	foreign key (hero_id) references superhero(id),
);

CREATE TABLE superhero
(
	id INTEGER not null primary key,
	superhero_name TEXT default NULL, -- examples: `Abomination`| `superhero name` description: the name of the superhero
);",763
"CREATE TABLE superpower
(
	id INTEGER not null primary key,
	power_name TEXT default NULL, -- `power name` description: the superpower name
);

CREATE TABLE hero_power
(
	hero_id INTEGER default NULL, -- `hero id` description: the id of the hero Maps to superhero(id)
	power_id INTEGER default NULL, -- `power id` description: the id of the power Maps to superpower(id) value description: In general, a superhero's attributes provide the foundation for their abilities and help to define who they are, while their powers are the specific abilities that they use to fight crime and protect others.
	foreign key (power_id) references superpower(id),
);",764
"CREATE TABLE hero_power
(
	hero_id INTEGER default NULL, -- `hero id` description: the id of the hero Maps to superhero(id)
	power_id INTEGER default NULL, -- `power id` description: the id of the power Maps to superpower(id) value description: In general, a superhero's attributes provide the foundation for their abilities and help to define who they are, while their powers are the specific abilities that they use to fight crime and protect others.
	foreign key (power_id) references superpower(id),
);

CREATE TABLE superpower
(
	id INTEGER not null primary key,
	power_name TEXT default NULL, -- examples: `Stealth`| `power name` description: the superpower name
);",765
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	full_name TEXT default NULL, -- `full name` description: the full name of the superhero value description: The full name of a person typically consists of their given name, also known as their first name or personal name, and their surname, also known as their last name or family name. For example, if someone's given name is ""John"" and their surname is ""Smith,"" their full name would be ""John Smith.""
);

CREATE TABLE hero_attribute
(
	hero_id INTEGER default NULL, -- `hero id` description: the id of the hero Maps to superhero(id)
	attribute_id INTEGER default NULL, --
	attribute_value INTEGER default NULL, -- `attribute value` description: the attribute value value description: If a superhero has a higher attribute value on a particular attribute, it means that they are more skilled or powerful in that area compared to other superheroes. For example, if a superhero has a higher attribute value for strength, they may be able to lift heavier objects or deliver more powerful punches than other superheroes.
	foreign key (attribute_id) references attribute(id),
	foreign key (hero_id) references superhero(id),
);

CREATE TABLE attribute
(
	id INTEGER not null primary key,
	attribute_name TEXT default NULL, -- examples: `Strength`| `attribute name` description: the attribute value description: A superhero's attribute is a characteristic or quality that defines who they are and what they are capable of. This could be a physical trait, such as superhuman strength or the ability to fly, or a personal trait, such as extraordinary intelligence or exceptional bravery.
);",766
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	eye_colour_id INTEGER default NULL, --
	hair_colour_id INTEGER default NULL, --
	skin_colour_id INTEGER default NULL, -- `skin colour id` description: the id of the superhero's skin color
	foreign key (eye_colour_id) references colour(id),
	foreign key (hair_colour_id) references colour(id),
	foreign key (skin_colour_id) references colour(id),
);

CREATE TABLE colour
(
	id INTEGER not null primary key,
);",767
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	publisher_id INTEGER default NULL, -- `publisher id` description: the id of the publisher
	foreign key (publisher_id) references publisher(id),
);

CREATE TABLE publisher
(
	id INTEGER not null primary key,
	publisher_name TEXT default NULL, -- examples: `Dark Horse Comics`| description: the name of the publisher
);",768
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	superhero_name TEXT default NULL, -- examples: `Superman`| `superhero name` description: the name of the superhero
	publisher_id INTEGER default NULL, --
	foreign key (publisher_id) references publisher(id),
);

CREATE TABLE hero_attribute
(
	hero_id INTEGER default NULL, -- `hero id` description: the id of the hero Maps to superhero(id)
	attribute_id INTEGER default NULL, --
	attribute_value INTEGER default NULL, -- `attribute value` description: the attribute value value description: If a superhero has a higher attribute value on a particular attribute, it means that they are more skilled or powerful in that area compared to other superheroes. For example, if a superhero has a higher attribute value for strength, they may be able to lift heavier objects or deliver more powerful punches than other superheroes.
	foreign key (attribute_id) references attribute(id),
	foreign key (hero_id) references superhero(id),
);

CREATE TABLE attribute
(
	id INTEGER not null primary key,
	attribute_name TEXT default NULL, -- examples: `Durability`| `attribute name` description: the attribute value description: A superhero's attribute is a characteristic or quality that defines who they are and what they are capable of. This could be a physical trait, such as superhuman strength or the ability to fly, or a personal trait, such as extraordinary intelligence or exceptional bravery.
);

CREATE TABLE publisher
(
	id INTEGER not null primary key,
	publisher_name TEXT default NULL, -- examples: `Dark Horse Comics`
);",769
"CREATE TABLE colour
(
	id INTEGER not null primary key,
	colour TEXT default NULL, -- description: the color of the superhero's skin/eye/hair/etc
);

CREATE TABLE superhero
(
	id INTEGER not null primary key,
	full_name TEXT default NULL, -- examples: `Abraham Sapien`
	eye_colour_id INTEGER default NULL, -- `eye colour id` description: the id of the superhero's eye color
	hair_colour_id INTEGER default NULL, --
	skin_colour_id INTEGER default NULL, --
	foreign key (eye_colour_id) references colour(id),
	foreign key (hair_colour_id) references colour(id),
	foreign key (skin_colour_id) references colour(id),
);",770
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	superhero_name TEXT default NULL, -- examples: `Superman`| `superhero name` description: the name of the superhero
);

CREATE TABLE hero_power
(
	hero_id INTEGER default NULL, --
	power_id INTEGER default NULL, --
	foreign key (hero_id) references superhero(id),
	foreign key (power_id) references superpower(id),
);

CREATE TABLE superpower
(
	id INTEGER not null primary key,
	power_name TEXT default NULL, -- examples: `Flight`| `power name` description: the superpower name
);",771
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	gender_id INTEGER default NULL, -- `gender id` description: the id of the superhero's gender
	eye_colour_id INTEGER default NULL, -- `eye colour id` description: the id of the superhero's eye color
	hair_colour_id INTEGER default NULL, -- `hair colour id` description: the id of the superhero's hair color
	skin_colour_id INTEGER default NULL, -- `skin colour id` description: the id of the superhero's skin color
	publisher_id INTEGER default NULL, --
	foreign key (gender_id) references gender(id),
	foreign key (publisher_id) references publisher(id),
);

CREATE TABLE publisher
(
	id INTEGER not null primary key,
	publisher_name TEXT default NULL, -- examples: `Dark Horse Comics`
);

CREATE TABLE gender
(
	id INTEGER not null primary key,
	gender TEXT default NULL, -- examples: `Female`| description: the gender of the superhero
);",772
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	superhero_name TEXT default NULL, -- examples: `Superman`
	eye_colour_id INTEGER default NULL, -- `eye colour id` description: the id of the superhero's eye color
	hair_colour_id INTEGER default NULL, -- `hair colour id` description: the id of the superhero's hair color
	skin_colour_id INTEGER default NULL, -- `skin colour id` description: the id of the superhero's skin color
	publisher_id INTEGER default NULL, --
	foreign key (publisher_id) references publisher(id),
);

CREATE TABLE publisher
(
	id INTEGER not null primary key,
	publisher_name TEXT default NULL, --
);",773
"CREATE TABLE race
(
	id INTEGER not null primary key,
	race TEXT default NULL, -- description: the race of the superhero value description: In the context of superheroes, a superhero's race would refer to the particular group of people that the superhero belongs to base on these physical characteristics
);

CREATE TABLE superhero
(
	id INTEGER not null primary key,
	superhero_name TEXT default NULL, -- examples: `A-Bomb`| `superhero name` description: the name of the superhero
	race_id INTEGER default NULL, -- `race id` description: the id of the superhero's race
	foreign key (race_id) references race(id),
);",774
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	gender_id INTEGER default NULL, -- `gender id` description: the id of the superhero's gender
	eye_colour_id INTEGER default NULL, --
	hair_colour_id INTEGER default NULL, --
	skin_colour_id INTEGER default NULL, -- `skin colour id` description: the id of the superhero's skin color
	foreign key (eye_colour_id) references colour(id),
	foreign key (gender_id) references gender(id),
	foreign key (hair_colour_id) references colour(id),
	foreign key (skin_colour_id) references colour(id),
);

CREATE TABLE gender
(
	id INTEGER not null primary key,
	gender TEXT default NULL, -- examples: `Female`| description: the gender of the superhero
);

CREATE TABLE colour
(
	id INTEGER not null primary key,
	colour TEXT default NULL, -- examples: `Blue`| description: the color of the superhero's skin/eye/hair/etc
);",775
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	superhero_name TEXT default NULL, -- examples: `Superman`| `superhero name` description: the name of the superhero
	full_name TEXT default NULL, -- examples: `Charles Chandler`| `full name` description: the full name of the superhero value description: The full name of a person typically consists of their given name, also known as their first name or personal name, and their surname, also known as their last name or family name. For example, if someone's given name is ""John"" and their surname is ""Smith,"" their full name would be ""John Smith.""
	race_id INTEGER default NULL, -- `race id` description: the id of the superhero's race
	foreign key (race_id) references race(id),
);

CREATE TABLE race
(
	id INTEGER not null primary key,
	race TEXT default NULL, -- description: the race of the superhero value description: In the context of superheroes, a superhero's race would refer to the particular group of people that the superhero belongs to base on these physical characteristics
);",776
"CREATE TABLE gender
(
	id INTEGER not null primary key,
	gender TEXT default NULL, -- description: the gender of the superhero
);

CREATE TABLE superhero
(
	id INTEGER not null primary key,
	superhero_name TEXT default NULL, -- examples: `Agent 13`| `superhero name` description: the name of the superhero
	gender_id INTEGER default NULL, -- `gender id` description: the id of the superhero's gender
	foreign key (gender_id) references gender(id),
);",777
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	superhero_name TEXT default NULL, -- examples: `Superman`| `superhero name` description: the name of the superhero
);

CREATE TABLE hero_power
(
	hero_id INTEGER default NULL, --
	power_id INTEGER default NULL, -- `power id` description: the id of the power Maps to superpower(id) value description: In general, a superhero's attributes provide the foundation for their abilities and help to define who they are, while their powers are the specific abilities that they use to fight crime and protect others.
	foreign key (hero_id) references superhero(id),
	foreign key (power_id) references superpower(id),
);

CREATE TABLE superpower
(
	id INTEGER not null primary key,
	power_name TEXT default NULL, -- examples: `Adaptation`| `power name` description: the superpower name
);",778
"CREATE TABLE hero_power
(
	hero_id INTEGER default NULL, -- `hero id` description: the id of the hero Maps to superhero(id)
	power_id INTEGER default NULL, -- `power id` description: the id of the power Maps to superpower(id) value description: In general, a superhero's attributes provide the foundation for their abilities and help to define who they are, while their powers are the specific abilities that they use to fight crime and protect others.
	foreign key (hero_id) references superhero(id),
);

CREATE TABLE superhero
(
	id INTEGER not null primary key,
	superhero_name TEXT default NULL, -- examples: `Amazo`| `superhero name` description: the name of the superhero
);",779
"CREATE TABLE superpower
(
	id INTEGER not null primary key,
	power_name TEXT default NULL, -- `power name` description: the superpower name
);

CREATE TABLE superhero
(
	id INTEGER not null primary key,
	full_name TEXT default NULL, -- examples: `Hunter Zolomon`| `full name` description: the full name of the superhero value description: The full name of a person typically consists of their given name, also known as their first name or personal name, and their surname, also known as their last name or family name. For example, if someone's given name is ""John"" and their surname is ""Smith,"" their full name would be ""John Smith.""
);

CREATE TABLE hero_power
(
	hero_id INTEGER default NULL, --
	power_id INTEGER default NULL, -- `power id` description: the id of the power Maps to superpower(id) value description: In general, a superhero's attributes provide the foundation for their abilities and help to define who they are, while their powers are the specific abilities that they use to fight crime and protect others.
	foreign key (hero_id) references superhero(id),
	foreign key (power_id) references superpower(id),
);",780
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	eye_colour_id INTEGER default NULL, -- `eye colour id` description: the id of the superhero's eye color
	hair_colour_id INTEGER default NULL, --
	skin_colour_id INTEGER default NULL, --
	height_cm INTEGER default NULL, -- `height cm` description: the height of the superhero value description: The unit of height is centimeter. If the height_cm is NULL or 0, it means the height of the superhero is missing.
	foreign key (eye_colour_id) references colour(id),
	foreign key (hair_colour_id) references colour(id),
	foreign key (skin_colour_id) references colour(id),
);

CREATE TABLE colour
(
	id INTEGER not null primary key,
	colour TEXT default NULL, -- examples: `Amber`| description: the color of the superhero's skin/eye/hair/etc
);",781
"CREATE TABLE superhero
(
	id INTEGER not null primary key,
	superhero_name TEXT default NULL, -- `superhero name` description: the name of the superhero
	eye_colour_id INTEGER default NULL, -- `eye colour id` description: the id of the superhero's eye color
	hair_colour_id INTEGER default NULL, -- `hair colour id` description: the id of the superhero's hair color
	skin_colour_id INTEGER default NULL, --
	foreign key (eye_colour_id) references colour(id),
	foreign key (hair_colour_id) references colour(id),
	foreign key (skin_colour_id) references colour(id),
);

CREATE TABLE colour
(
	id INTEGER not null primary key,
	colour TEXT default NULL, -- examples: `Black`| description: the color of the superhero's skin/eye/hair/etc
);",782
