question_id,selected_schema_with_connections
517,"CREATE TABLE cards
(
	id INTEGER not null primary key autoincrement, --
	asciiName TEXT, --
	availability TEXT, --
	duelDeck TEXT, --
	faceName TEXT, -- examples: `Status`
	isOversized INTEGER default 0 not null, --
	isPromo INTEGER default 0 not null, --
	isReserved INTEGER default 0 not null, -- `is Reserved` description: If the card is on the Magic: The Gathering Reserved List (opens new window) value description: If the card is on the Magic, it will appear in The Gathering Reserved List
	keywords TEXT, --
	name TEXT, -- examples: `Rarity`, `Abundance`
	originalText TEXT, --
	originalType TEXT, -- examples: `Enchantment`
	power TEXT, --
	rarity TEXT, -- examples: `rare`| description: The card printing rarity.
	setCode TEXT, --
	supertypes TEXT, --
	tcgplayerProductId TEXT, --
	type TEXT, -- description: The type of the card as visible, including any supertypes and subtypes. value description: ""Artifact"", ""Card"", ""Conspiracy"", ""Creature"", ""Dragon"", ""Dungeon"", ""Eaturecray"", ""Elemental"", ""Elite"", ""Emblem"", ""Enchantment"", ""Ever"", ""Goblin"", ""Hero"", ""Instant"", ""Jaguar"", ""Knights"", ""Land"", ""Phenomenon"", ""Plane"", ""Planeswalker"", ""Scariest"", ""Scheme"", ""See"", ""Sorcery"", ""Sticker"", ""Summon"", ""Token"", ""Tribal"", ""Vanguard"", ""Wolf"", ""You’ll"", ""instant""
	types TEXT, -- examples: `Enchantment`| description: A list of all card types of the card, including Un‑sets and gameplay variants.
	uuid TEXT not null unique, --
);

CREATE TABLE legalities
(
	id INTEGER not null primary key autoincrement, --
	format TEXT, --
	status TEXT, -- examples: `Legal`| value description: • legal • banned • restricted
	uuid TEXT references cards (uuid) on update cascade on delete cascade, --
);"
518,"CREATE TABLE cards
(
	id INTEGER not null primary key autoincrement, -- `unique id number identifying the cards`
	asciiName TEXT, --
	cardKingdomId TEXT, --
	faceName TEXT, -- examples: `Status`
	mtgjsonV4Id TEXT, --
	name TEXT, --
	number TEXT, -- description: The number of the card
	originalText TEXT, --
	uuid TEXT not null unique, --
);

CREATE TABLE legalities
(
	id INTEGER not null primary key autoincrement, --
	format TEXT, -- description: format of play value description: each value refers to different rules to play
	status TEXT, -- examples: `Banned`| value description: • legal • banned • restricted
	uuid TEXT references cards (uuid) on update cascade on delete cascade, --
);"
519,"CREATE TABLE sets
(
	id INTEGER not null primary key autoincrement, --
	code TEXT not null unique, --
	name TEXT, -- examples: `Battlebond`| description: The name of the set.
);

CREATE TABLE set_translations
(
	id INTEGER not null primary key autoincrement, --
	language TEXT, -- description: language of this card set
	setCode TEXT references sets (code) on update cascade on delete cascade, --
	translation TEXT, --
);"
520,"CREATE TABLE cards
(
	id INTEGER not null primary key autoincrement, -- `unique id number identifying the cards`
	artist TEXT, -- description: The name of the artist that illustrated the card art.
	uuid TEXT not null unique, --
);

CREATE TABLE legalities
(
	id INTEGER not null primary key autoincrement, --
	format TEXT, --
	uuid TEXT references cards (uuid) on update cascade on delete cascade, --
);"
521,"CREATE TABLE cards
(
	id INTEGER not null primary key autoincrement, --
	artist TEXT, -- examples: `D. Alexander Gregory`| description: The name of the artist that illustrated the card art.
	frameVersion TEXT, -- examples: `1997`| `frame Version` description: The version of the card frame style. value description: ""1993"", ""1997"", ""2003"", ""2015"", ""future""
	hasContentWarning INTEGER default 0 not null, -- `has Content Warning` description: If the card marked by Wizards of the Coast (opens new window) for having sensitive content. See this official article (opens new window) for more information. value description: 0: doesn't have 1: has sensitve content or Wizards of the Coast  Cards with this property may have missing or degraded properties and values.
	isPromo INTEGER default 0 not null, --
	isStarter INTEGER default 0 not null, --
	uuid TEXT not null unique, --
);

CREATE TABLE legalities
(
	id INTEGER not null primary key autoincrement, --
	format TEXT, -- examples: `legacy`
	status TEXT, --
	uuid TEXT references cards (uuid) on update cascade on delete cascade, --
);"
522,"CREATE TABLE cards
(
	id INTEGER not null primary key autoincrement, --
	asciiName TEXT, --
	edhrecRank INTEGER, -- `rec Rank in edh` description: The card rank on EDHRec
	name TEXT, --
	uuid TEXT not null unique, --
);

CREATE TABLE legalities
(
	id INTEGER not null primary key autoincrement, --
	format TEXT, --
	status TEXT, -- examples: `Banned`| value description: • legal • banned • restricted
	uuid TEXT references cards (uuid) on update cascade on delete cascade, --
);"
523,"CREATE TABLE sets
(
	id INTEGER not null primary key autoincrement, -- description: unique id identifying this set
	code TEXT not null unique, --
	mcmId INTEGER, --
	releaseDate DATE, -- examples: `1997-03-24`| `release Date` description: The release date in ISO 8601 format for the set.
	tcgplayerGroupId INTEGER, -- `tcg player Group Id` description: The group identifier of the set on TCGplayer
);

CREATE TABLE set_translations
(
	id INTEGER not null primary key autoincrement, --
	language TEXT, -- description: language of this card set
	setCode TEXT references sets (code) on update cascade on delete cascade, --
);

CREATE TABLE foreign_data
(
	id INTEGER not null primary key autoincrement, -- description: unique id number identifying this row of data
	language TEXT, -- description: The foreign language of card.
);"
524,"CREATE TABLE cards
(
	id INTEGER not null primary key autoincrement, --
	artist TEXT, -- description: The name of the artist that illustrated the card art.
	availability TEXT, -- examples: `arena`| description: A list of the card's available printing types. value description: ""arena"", ""dreamcast"", ""mtgo"", ""paper"", ""shandalar""
	borderColor TEXT, -- examples: `black`| `border Color` description: The color of the card border. value description: ""black"", ""borderless"", ""gold"", ""silver"", ""white""
	name TEXT, -- examples: `Arena`
	uuid TEXT not null unique, --
	watermark TEXT, -- examples: `arena`
);"
525,"CREATE TABLE legalities
(
	id INTEGER not null primary key autoincrement, -- description: unique id identifying this legality
	format TEXT, -- examples: `oldschool`| description: format of play value description: each value refers to different rules to play
	status TEXT, -- examples: `Restricted`, `Banned`| value description: • legal • banned • restricted
	uuid TEXT references cards (uuid) on update cascade on delete cascade, --
);

CREATE TABLE cards
(
	id INTEGER not null primary key autoincrement, -- `unique id number identifying the cards`
	uuid TEXT not null unique, --
);"
526,"CREATE TABLE cards
(
	id INTEGER not null primary key autoincrement, --
	artist TEXT, -- examples: `Matthew D. Wilson`| description: The name of the artist that illustrated the card art.
	availability TEXT, -- examples: `paper`
	hasFoil INTEGER default 0 not null, --
	uuid TEXT not null unique, --
);"
527,"CREATE TABLE cards
(
	id INTEGER not null primary key autoincrement, --
	artist TEXT, -- examples: `Kev Walker`| description: The name of the artist that illustrated the card art.
	isTextless INTEGER default 0 not null, --
	name TEXT, -- examples: `Kiln Walker`
	originalText TEXT, --
	text TEXT, -- description: The rules text of the card.
	uuid TEXT not null unique, --
);

CREATE TABLE rulings
(
	id INTEGER not null primary key autoincrement, -- description: unique id identifying this ruling
	date DATE, -- examples: `2012-07-01`
	text TEXT, -- description: description about this ruling
	uuid TEXT references cards (uuid) on update cascade on delete cascade, --
);"
528,"CREATE TABLE cards
(
	id INTEGER not null primary key autoincrement, --
	asciiName TEXT, --
	faceName TEXT, -- examples: `Status`
	name TEXT, -- examples: `Hour of Devastation`, `Devastation`
	uuid TEXT not null unique, --
);

CREATE TABLE legalities
(
	id INTEGER not null primary key autoincrement, --
	format TEXT, --
	status TEXT, -- examples: `Legal`| value description: • legal • banned • restricted
	uuid TEXT references cards (uuid) on update cascade on delete cascade, --
);

CREATE TABLE sets
(
	id INTEGER not null primary key autoincrement, --
	code TEXT not null unique, --
	mcmName TEXT, -- examples: `Hour of Devastation`
	name TEXT, -- examples: `Hour of Devastation`| description: The name of the set.
);"
529,"CREATE TABLE sets
(
	id INTEGER not null primary key autoincrement, --
	code TEXT not null unique, --
	name TEXT, -- description: The name of the set.
);

CREATE TABLE set_translations
(
	id INTEGER not null primary key autoincrement, --
	language TEXT, -- examples: `Japanese`, `Korean`| description: language of this card set
	setCode TEXT references sets (code) on update cascade on delete cascade, -- `set code` description: the set code for this set
	translation TEXT, -- description: translation of this card set
);"
530,"CREATE TABLE cards
(
	id INTEGER not null primary key autoincrement, --
	artist TEXT, -- examples: `Allen Williams`| description: The name of the artist that illustrated the card art.
	frameVersion TEXT, -- `frame Version` description: The version of the card frame style. value description: ""1993"", ""1997"", ""2003"", ""2015"", ""future""
	uuid TEXT not null unique, --
);

CREATE TABLE legalities
(
	id INTEGER not null primary key autoincrement, --
	status TEXT, -- examples: `Banned`| value description: • legal • banned • restricted
	uuid TEXT references cards (uuid) on update cascade on delete cascade, --
);"
531,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	Reputation INTEGER null, -- description: the user's reputation value description: The user with higher reputation has more influence.
	DisplayName TEXT null, -- examples: `Jarrod`, `Harlan`, `Jarrod Dixon`| `Display Name` description: the user's display name
);"
532,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	CreationDate DATETIME null, -- examples: `2010-07-19 19:06:02.0`| `Creation Date` description: the creation date of the user account
	DisplayName TEXT null, -- examples: `user`, `name`| `Display Name` description: the user's display name
);"
533,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	LastAccessDate DATETIME null, -- examples: `2014-07-28 18:15:02.0`| `Last Access Date` description: the last access date of the user account
);"
534,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `user`, `name`| `Display Name` description: the user's display name
	Views INTEGER null, -- description: the number of views
);"
535,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	UpVotes INTEGER null, -- description: the number of upvotes
	DownVotes INTEGER null, -- description: the number of downvotes
);"
536,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, -- description: the user id
	CreationDate DATETIME null, -- examples: `2010-07-19 19:05:40.0`| `Creation Date` description: the creation date of the user account
	Views INTEGER null, -- description: the number of views
);"
537,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `csgillespie`, `user`| `Display Name` description: the user's display name
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	OwnerUserId INTEGER null, --
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	OwnerDisplayName TEXT null, -- `Owner Display Name` description: the display name of the post owner
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);"
538,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `csgillespie`, `user`| `Display Name` description: the user's display name
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, -- description: the post id
	OwnerUserId INTEGER null, --
	Title TEXT null, -- description: the title of the post
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	OwnerDisplayName TEXT null, -- `Owner Display Name` description: the display name of the post owner
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);"
539,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	OwnerUserId INTEGER null, -- `Owner User Id` description: the id of the owner user
	Title TEXT null, -- description: the title of the post
	LastEditorUserId INTEGER null, -- `Last Editor User Id` description: the id of the last editor
	ParentId INTEGER null, --
	OwnerDisplayName TEXT null, -- `Owner Display Name` description: the display name of the post owner
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `expertalmost`| `Display Name` description: the user's display name
);"
540,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, -- description: the post id
	ViewCount INTEGER null, -- `View Count` description: the view count of the post value description: Higher view count means the post has higher popularity
	OwnerUserId INTEGER null, --
	Title TEXT null, -- description: the title of the post
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	OwnerDisplayName TEXT null, -- `Owner Display Name` description: the display name of the post owner
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `csgillespie`| `Display Name` description: the user's display name
	Views INTEGER null, -- description: the number of views
);"
541,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	OwnerUserId INTEGER null, -- `Owner User Id` description: the id of the owner user
	FavoriteCount INTEGER null, -- `Favorite Count` description: the total number of favorites of the post value description: more favorite count refers to more valuable posts.
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	OwnerDisplayName TEXT null, -- `Owner Display Name` description: the display name of the post owner
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `user`, `name`| `Display Name` description: the user's display name
);"
542,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `csgillespie`| `Display Name` description: the user's display name
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	OwnerUserId INTEGER null, --
	CommentCount INTEGER null, -- `Comment Count` description: the total number of comments of the post
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	OwnerDisplayName TEXT null, -- `Owner Display Name` description: the display name of the post owner
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE postHistory
(
	Id INTEGER not null UNIQUE primary key, --
	PostId INTEGER null, --
	UserId INTEGER null, --
	Comment TEXT null, -- description: comments of the post
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);"
543,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	OwnerUserId INTEGER null, --
	AnswerCount INTEGER null, -- `Answer Count` description: the total number of answers of the post
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	OwnerDisplayName TEXT null, -- `Owner Display Name` description: the display name of the post owner
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `csgillespie`| `Display Name` description: the user's display name
);"
544,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	OwnerUserId INTEGER null, --
	Title TEXT null, --
	LastEditorUserId INTEGER null, -- `Last Editor User Id` description: the id of the last editor
	ParentId INTEGER null, --
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `user`, `name`| `Display Name` description: the user's display name
);"
545,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	OwnerUserId INTEGER null, --
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, -- description: the id of the parent post value description: If the parent id is null, the post is the root post. Otherwise, the post is the child post of other post.
	OwnerDisplayName TEXT null, -- `Owner Display Name` description: the display name of the post owner
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `csgillespie`, `null`
);"
546,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, -- description: the post id
	OwnerUserId INTEGER null, --
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	ClosedDate DATETIME null, -- examples: `2013-01-08 20:43:45.0`| `Closed Date` description: the closed date of the post value description: if ClosedDate is null or empty, it means this post is not well-finished if CloseDate is not null or empty, it means this post has well-finished.
	OwnerDisplayName TEXT null, -- `Owner Display Name` description: the display name of the post owner
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `null`| `Display Name` description: the user's display name
);"
547,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	UpVotes INTEGER null, -- description: the number of upvotes
	Age INTEGER null, -- description: user's age value description:  teenager: 13-18  adult: 19-65  elder: > 65
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	Score INTEGER null, -- description: the score of the post
	OwnerUserId INTEGER null, --
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);"
548,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	OwnerUserId INTEGER null, -- `Owner User Id` description: the id of the owner user
	Title TEXT null, -- description: the title of the post
	LastEditorUserId INTEGER null, -- `Last Editor User Id` description: the id of the last editor
	ParentId INTEGER null, --
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	Location TEXT null, -- examples: `Location`
);"
549,"CREATE TABLE tags
(
	Id INTEGER not null primary key, --
	TagName TEXT null, -- examples: `bayesian`| `Tag Name` description: the name of the tag
	ExcerptPostId INTEGER null, -- `Excerpt Post Id` description: the excerpt post id of the tag
	foreign key (ExcerptPostId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	Body TEXT null, -- description: the body of the post
	OwnerUserId INTEGER null, --
	Tags TEXT null, -- description: the tag of the post
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);"
550,"CREATE TABLE tags
(
	Id INTEGER not null primary key, --
	TagName TEXT null, --
	Count INTEGER null, -- description: the count of posts that contain this tag value description: more counts --> this tag is more popular
	ExcerptPostId INTEGER null, -- `Excerpt Post Id` description: the excerpt post id of the tag
	WikiPostId INTEGER null, -- `Wiki Post Id` description: the wiki post id of the tag
	foreign key (ExcerptPostId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	Body TEXT null, -- description: the body of the post
	OwnerUserId INTEGER null, --
	Tags TEXT null, -- description: the tag of the post
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);"
551,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, -- description: the user id
	DisplayName TEXT null, -- examples: `csgillespie`, `user`| `Display Name` description: the user's display name
);

CREATE TABLE badges
(
	Id INTEGER not null primary key, -- description: the badge id
	UserId INTEGER null, --
	Name TEXT null, -- description: the badge name the user obtained
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);"
552,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `csgillespie`, `user`| `Display Name` description: the user's display name
);

CREATE TABLE badges
(
	Id INTEGER not null primary key, -- description: the badge id
	UserId INTEGER null, --
	Name TEXT null, -- description: the badge name the user obtained
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);"
553,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	CreationDate DATETIME null, -- examples: `2010-07-19 19:03:57.0`| `Creation Date` description: the creation date of the user account
	DisplayName TEXT null, -- examples: `csgillespie`| `Display Name` description: the user's display name
	LastAccessDate DATETIME null, -- examples: `2014-08-08 06:42:58.0`
);

CREATE TABLE badges
(
	Id INTEGER not null primary key, -- description: the badge id
	UserId INTEGER null, --
	Name TEXT null, -- description: the badge name the user obtained
	Date DATETIME null, -- examples: `2010-07-19 19:49:06.0`| description: the date that the user obtained the badge
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);"
554,"CREATE TABLE badges
(
	Id INTEGER not null primary key, -- description: the badge id
	UserId INTEGER null, --
	Name TEXT null, -- description: the badge name the user obtained
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, -- description: the user id
	DisplayName TEXT null, -- examples: `user`, `name`| `Display Name` description: the user's display name
);"
555,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `csgillespie`| `Display Name` description: the user's display name
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	Score INTEGER null, -- description: the score of the post
	OwnerUserId INTEGER null, --
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	OwnerDisplayName TEXT null, -- `Owner Display Name` description: the display name of the post owner
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);"
556,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	DisplayName TEXT null, -- examples: `user`
	Views INTEGER null, -- description: the number of views
);

CREATE TABLE badges
(
	Id INTEGER not null primary key, -- description: the badge id
	UserId INTEGER null, --
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);"
557,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	Score INTEGER null, -- description: the score of the post
	OwnerUserId INTEGER null, --
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key, --
	Age INTEGER null, -- description: user's age value description:  teenager: 13-18  adult: 19-65  elder: > 65
);"
558,"CREATE TABLE votes
(
	Id INTEGER not null primary key, -- description: the vote id
	PostId INTEGER null, -- `Post Id` description: the id of the post that is voted
	CreationDate DATE null, -- examples: `2010-07-26`| `Creation Date` description: the creation date of the vote
	UserId INTEGER null, -- `User Id` description: the id of the voter
);"
559,"CREATE TABLE votes
(
	Id INTEGER not null primary key, -- description: the vote id
	PostId INTEGER null, -- `Post Id` description: the id of the post that is voted
	CreationDate DATE null, -- examples: `2010-07-25`| `Creation Date` description: the creation date of the vote
	UserId INTEGER null, --
);"
560,"CREATE TABLE badges
(
	Id INTEGER not null primary key, -- description: the badge id
	UserId INTEGER null, --
	Name TEXT null, -- examples: `Revival`| description: the badge name the user obtained
);"
561,"CREATE TABLE comments
(
	Id INTEGER not null primary key, --
	PostId INTEGER null, --
	Score INTEGER null, -- description: rating score value description: The score is from 0 to 100. The score more than 60 refers that the comment is a positive comment. The score less than 60 refers that the comment is a negative comment.
	UserId INTEGER null, --
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	OwnerUserId INTEGER null, --
	Title TEXT null, -- description: the title of the post
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);"
562,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, -- description: the post id
	ViewCount INTEGER null, -- `View Count` description: the view count of the post value description: Higher view count means the post has higher popularity
	OwnerUserId INTEGER null, --
	CommentCount INTEGER null, -- `Comment Count` description: the total number of comments of the post
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE postHistory
(
	Id INTEGER not null UNIQUE primary key, --
	PostId INTEGER null, --
	Comment TEXT null, -- description: comments of the post
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
);"
563,"CREATE TABLE comments
(
	Id INTEGER not null primary key, -- description: the comment Id
	PostId INTEGER null, --
	CreationDate DATETIME null, -- examples: `2010-07-19 19:25:47.0`| `Creation Date` description: the creation date of the comment
	UserId INTEGER null, -- `User Id` description: the id of the user who post the comment
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	CreaionDate DATETIME null, -- examples: `2010-07-19 19:14:43.0`| `Creation Date` description: the creation date of the post
	OwnerUserId INTEGER null, --
	FavoriteCount INTEGER null, -- `Favorite Count` description: the total number of favorites of the post value description: more favorite count refers to more valuable posts.
	LastEditorUserId INTEGER null, -- `Last Editor User Id` description: the id of the last editor
	ParentId INTEGER null, --
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE postHistory
(
	Id INTEGER not null UNIQUE primary key, --
	PostId INTEGER null, --
	Comment TEXT null, -- description: comments of the post
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
);"
564,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	OwnerUserId INTEGER null, --
	CommentCount INTEGER null, -- `Comment Count` description: the total number of comments of the post
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, -- description: the id of the parent post value description: If the parent id is null, the post is the root post. Otherwise, the post is the child post of other post.
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE comments
(
	Id INTEGER not null primary key, -- description: the comment Id
	PostId INTEGER null, --
	Text TEXT null, -- description: the detailed content of the comment
	UserId INTEGER null, -- `User Id` description: the id of the user who post the comment
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE postHistory
(
	Id INTEGER not null UNIQUE primary key, --
	PostId INTEGER null, --
	Comment TEXT null, -- description: comments of the post
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
);"
565,"CREATE TABLE comments
(
	Id INTEGER not null primary key, -- description: the comment Id
	PostId INTEGER null, --
	CreationDate DATETIME null, -- examples: `2010-07-19 19:31:18.0`| `Creation Date` description: the creation date of the comment
	UserId INTEGER null, -- `User Id` description: the id of the user who post the comment
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key, --
	CreaionDate DATETIME null, -- examples: `2010-07-19 19:14:43.0`| `Creation Date` description: the creation date of the post
	OwnerUserId INTEGER null, -- `Owner User Id` description: the id of the owner user
	LastEditorUserId INTEGER null, -- `Last Editor User Id` description: the id of the last editor
	ParentId INTEGER null, --
	ClosedDate DATETIME null, -- examples: `2014-02-12 01:23:48.0`| `Closed Date` description: the closed date of the post value description: if ClosedDate is null or empty, it means this post is not well-finished if CloseDate is not null or empty, it means this post has well-finished.
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE postHistory
(
	Id INTEGER not null UNIQUE primary key, --
	PostId INTEGER null, --
	Comment TEXT null, -- description: comments of the post
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
);"
